0.48799,0.54317,0.53603,0.56431,0.62182,0.6525
0.60648,0.58399,0.64318,0.64841,0.70496,0.73308
0.79942,0.5567,0.74947,0.72907,0.78435,0.80349
0.83866,0.50409,0.8183,0.80453,0.85964,0.86808
0.9567,0.44472,0.86952,0.85418,0.91655,0.92283
1.2533,0.4691,0.89643,0.89813,0.95634,0.96377
